city,year,sport,discipline,event,athlete,gender,country_code,country,medal,decade,continent,repeat_medalist,sport_group
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Hemmann, Ralf-Peter",Men,Gdr,East Germany,Silver,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Parallel Bars,"Tkachev, Aleksandr",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Markelov, Vladimir",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Naimushina, Elena",Women,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Shaposhnikova, Natalia",Women,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Kelemen, Zoltan",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Hoffmann, Lutz",Men,Gdr,East Germany,Silver,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Donath, Ferenc",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Mack, Lutz",Men,Gdr,East Germany,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Tkachev, Aleksandr",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Sube, Karola",Women,Gdr,East Germany,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Rühn, Melita",Women,Rou,Romania,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Turner, Dumitrita",Women,Rou,Romania,Silver,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Horizontal Bar,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Deltchev, Stoyan",Men,Bul,Bulgaria,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Handball,Handball,Handball,"Krüger, Katrin",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Anpilogov, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Makhorin, Viktor",Men,Urs,Soviet Union,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Zhuk, Aleksei",Men,Urs,Soviet Union,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Hoft, Rainer",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kidyaev, Yuri",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Krause, Roswitha",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Makarets-Kochergina, Tatiana",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Matz, Evelyn",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Folker, Alexandru",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Boros, Iosif",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Djurica, Mirjana",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Fedyukin, Anatoli",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Lukianenko, Natalia",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Karshakevich, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kushniryuk, Sergei",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Savic, Rada",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Chesaitite-Nenenene, Aldona",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Jaunich, Hans-Georg",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Rudolph, Renate",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Ionescu, Claudiu Eugen",Men,Rou,Romania,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Stinga, Vasile",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Beyer, Hans-Georg",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Richter-Hochmut, Kristina",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Wunderlich, Claudia",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Vojinovic, Zorica",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Zubareva, Olga",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Draganita, Cezar",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kravtsov, Vladimir",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Tomin, Nikolai",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Repiev, Vladimir",Men,Urs,Soviet Union,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Wahl, Frank-Michael",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Tietz, Marion",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Chernyshov, Evgeni",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Voinea, Radu",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Durau, Cornel",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Visnjic, Biserka",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Cosma, Adrian",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Karlova, Larisa",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Belov, Vladimir",Men,Urs,Soviet Union,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Heinecke, Birgit",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Palchikova, Irina",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Vasilca, Neculai",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Merdan-Kolar, Jasna",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Schmidt, Wieland",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Savkina, Larisa",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kretzschmar, Waltraud",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Anastasovski, Svetlana",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Voigt, Siegfried",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Uhlig, Petra",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Birtalan, Stefan",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Iles, Katica",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kruger, Hartmut",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Titlic, Ana",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Novitski, Valdemar",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Schmidt, Dietmar",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Rost, Peter",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Drljaca, Radmila",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Berezhnaya-Odinokova, Liubov",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Ognjenovic, Mirjana",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Röther, Sabine",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Zober, Hannelore",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Wiegert, Ingolf",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Dreibrodt, Gunter",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kunisch, Kornelia",Women,Gdr,East Germany,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Kitic-Dasic, Svetlana",Women,Yug,Yugoslavia,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Vasilache, Lucian",Men,Rou,Romania,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Turchina, Zinaida",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Rost, Christina",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Munteanu, Nicolae",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Radovic, Vesna",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Voinea, Maricel",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Doering, Lothar",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Jeremic, Slavica",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Gruner, Klaus",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Lutaeva, Valentina",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Gerlach, Ernst",Men,Gdr,East Germany,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Dumitru, Marian",Men,Rou,Romania,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Safina, Yulia",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Strechen, Sigita",Women,Urs,Soviet Union,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Milosevic, Vesna",Women,Yug,Yugoslavia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Sherstyuk-Timoshkina, Natalia",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Ishchenko, Mikhail",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Ball Sports
Moscow,1980,Handball,Handball,Handball,"Bobrus-Paradnik, Liudmila",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Singh, Singh",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Fernandes, Mervyn",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Srankova, Iveta",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Gusev, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Lampeev, Viacheslav",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Malgosa Morera, Santiago",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Gurmail, Singh",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Krizova, Jirina",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Roca Portoles, Carlos",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Azizov, Minneula",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Huggett, Susan",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Klevtsov, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Robertson, Sonia",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Pleshakov, Vladimir",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Baskaran, Baskaran",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Zafar, Zafar",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Krasnikova, Natella",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Podhanyiova, Viera",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kyselicova, Alena",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Miasnikov, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Garcia Messeguer, Jose",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Hajkova, Jirina",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Chaves, Miguel",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Nichepurenko, Mikhail",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Ovechkina, Nadezhda",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Mohammad, Shahid",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Cowley, Gillian Margaret",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Stewart, Anthea Doreen",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Gorbatkova, Nelli",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Hubackova, Ida",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Shvyganova, Tatiana",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kralickova, Jarmila",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Amat Fontanals, Juan",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Beliakov, Valeri",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Pavlovski, Leonid",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Watson, Linda Margaret",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Chase, Elizabeth Muriel",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Pellon Fernandez, Juan",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Coghen, Juan Luis",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"De Paz Pla, Miguel",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Arbos Perarnau, Juan",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Akhmerova, Liailia",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Urbanova, Marta",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Zazdravnykh, Valentina",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Petrickova, Kveta",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Sykorova, Marie",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Arbos Serra, Jaime",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Glubokova, Lidia",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Phillips, Brenda Joan",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Grant, Ann Marry Gwynne",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kaushik, Maharaj Krishon",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Zumalacarregui, Jaime",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Surinder, Singh",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Guryeva, Elena",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Goncharov, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Sychev, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Davies, Patricia Joan",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"English, Sarah",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kumar, Charanjit",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Sylvanus, Dung Dung",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Monsalve, Paulino",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Deavinder, Singh",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Airapetyan, Sos",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Hruba, Berta",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Chick, Sandra",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kadlecova, Jirina",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Cermakova, Jirina",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Frolova, Liudmila",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"George, Maureen Jean",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Blazkova, Milada",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Bykova, Natalia",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Fabregas Bosch, Francisco",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Prinsloo, Christine",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Embakhtova, Tatiana",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Volk, Helen",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Cabot Duran, Javier",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Garralda, Rafael",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Boxhall, Arlene Nadine",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Zagorodnev, Oleg",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Mckillop, Patricia Jean",Women,Zim,Zimbabwe,Gold,1980,Africa,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Zigangirov, Farit",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Amarjit Rana, Singh",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Filippova, Nadezhda",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Lahodova, Jana",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Cabot Duran, Ricardo",Men,Esp,Spain,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Deputatov, Viktor",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Allan, Schofield",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Pleshakov, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Chettri, Chettri",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Maneypanda, Somaya",Men,Ind,India,Gold,1980,Asia,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Vymazalova, Lenka",Women,Tch,Czechoslovakia,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Buzunova, Natalia",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Viuzhanina, Galina",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Kham, Alina",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Hockey,Hockey,Hockey,"Inzhuvatova, Galina",Women,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Judo,Judo,Open Category,"Ozsvar, Andras",Men,Hun,Hungary,Bronze,1980,Europe,No,Combat Sports
