city,year,sport,discipline,event,athlete,gender,country_code,country,medal,decade,continent,repeat_medalist,sport_group
Moscow,1980,Equestrian,Eventing,Team,Tskheti,Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Individual,Espadron,Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Kowalczyk, Jan",Men,Pol,Poland,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Hartman, Wieslaw",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Kozicki, Marian",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,Gepatit,Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Bobik, Janusz",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,Reis,Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Asmaev, Viktor",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Chukanov, Viacheslav",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Individual,"Korolkov, Nikolai",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Individual,"Perez De La Heras, Joaquin",Men,Mex,Mexico,Bronze,1980,North America,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Gomez Portugal, Jesus",Men,Mex,Mexico,Bronze,1980,North America,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Perez De La Heras, Joaquin",Men,Mex,Mexico,Bronze,1980,North America,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,Lady Mirka,Women,Mex,Mexico,Bronze,1980,North America,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,Espadron,Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Korolkov, Nikolai",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Tazzer Valencia, Valencia Gerardo",Men,Mex,Mexico,Bronze,1980,North America,No,Other Sports
Moscow,1980,Equestrian,Jumping,Individual,"Kowalczyk, Jan",Men,Pol,Poland,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Equestrian,Jumping,Team,Topki,Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Poganovski, Viktor",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Equestrian,Jumping,Team,"Valdes Lacarra, Alberto",Men,Mex,Mexico,Bronze,1980,North America,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Sidyak, Viktor",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Romankov, Aleksander",Men,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Giliazova, Nailia",Women,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Nebald, György",Men,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Individual,"Krovopuskov, Viktor",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Romano, Marco",Men,Ita,Italy,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Wysoczanska, Barbara",Women,Pol,Poland,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Karagian, Ashot",Men,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Gardas, Hubert",Men,Fra,France,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Scalzo, Giovanni",Men,Ita,Italy,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Boscherie, Bruno",Men,Fra,France,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Kovacs, Edit",Women,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Stefanek, Gertrud",Women,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Pietruszka, Frederic",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Boisse, Philippe",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Begard, Isabelle",Women,Fra,France,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Krovopuskov, Viktor",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Schwarczenberger, Ildiko",Women,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Gerevich, Pal",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Lukomsky, Boris",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Jolyot, Pascal",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Meglio, Ferdinando",Men,Ita,Italy,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Riboud, Philippe",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Smirnov, Vladimir",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Picot, Patrick",Men,Fra,France,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Romankov, Aleksander",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Robak, Adam",Men,Pol,Poland,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Flament, Didier",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Tsagaraeva, Larisa",Women,Urs,Soviet Union,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Jolyot, Pascal",Men,Fra,France,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Latrille-Gaudin, Brigitte",Women,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Ruziev, Sabirzhan",Men,Urs,Soviet Union,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Maffei, Michele",Men,Ita,Italy,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Lapitski, Vladimir",Men,Urs,Soviet Union,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Smirnov, Vladimir",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Individual,"Riboud, Philippe",Men,Fra,France,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Burtsev, Mikhail",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Karagian, Ashot",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Individual,"Kolszonay, Ernö",Men,Hun,Hungary,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Individual,"Burtsev, Mikhail",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Maros, Magda",Women,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Maros, Magda",Women,Hun,Hungary,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Brouquier, Veronique",Women,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Individual,"Harmenberg, Johan",Men,Swe,Sweden,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Novikova-Belova, Elena",Women,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Abushakhmetov, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Strzalka, Mariusz",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Gedovari, Imre",Men,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Zych, Boguslaw",Men,Pol,Poland,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Sidorova, Valentina",Women,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Montano, Mario Aldo",Men,Ita,Italy,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Chronowski, Ludomir",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Szocs, Zsuzsa",Women,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Mozhaev, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Swornowski, Leszek",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Bonin, Philippe",Men,Fra,France,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Individual,"Trinquet-Hachin, Pascale",Women,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Trinquet-Hachin, Pascale",Women,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Nebald, Rudolf",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Koziejowski, Lech",Men,Pol,Poland,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Nazlymov, Vladimir",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Sypniewski, Marian",Men,Pol,Poland,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Alekhin, Nikolai",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Team,"Hammang, Ferenc",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Salesse, Michel",Men,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Muzio, Christine",Women,Fra,France,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Lis, Andrzej",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Épée Team,"Jablkowski, Piotr",Men,Pol,Poland,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Foil Team,"Ushakova, Irina",Women,Urs,Soviet Union,Silver,1980,Europe,No,Other Sports
Moscow,1980,Fencing,Fencing,Sabre Individual,"Gedovari, Imre",Men,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Football,Football,Football,"Gazzaev, Valeri",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Sreiner, Zdenek",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Uhlig, Frank",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Licka, Werner",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Peter, Werner",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Shavlo, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Liebers, Matthias",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Bessonov, Vladimir",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Svoboda, Jindrich",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Berger, Jan",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Oganesian, Khoren",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Gavrilov, Yuri",Men,Urs,Soviet Union,Bronze,1980,Europe,Yes,Ball Sports
Moscow,1980,Football,Football,Football,"Rott, Oldrich",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Cherenkov, Fiodor",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Mazura, Josef",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Prokopenko, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Baltacha, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Chivadze, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Netolichka, Jaroslav",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Rygel, Zdenek",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Sulakvelidze, Tengiz",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Radimec, Libor",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Muller, Matthias",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Macela, Ludek",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Dasaev, Rinat",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Andreev, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Trieloff, Norbert",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Steinbach, Wolfgang",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Stambachr, Frantisek",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Terletzki, Frank",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Chelebadze, Revaz",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Khidiatullin, Vagiz",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Seman, Stanislav",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Vaclavicek, Rostislav",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Kuhn, Dieter",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Romantsev, Oleg",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Schnuphase, Rudiger",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"House, Lothar",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Jakubowski, Bernd",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Nikulin, Sergei",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Vizek, Ladislav",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Pilgui, Vladimir",Men,Urs,Soviet Union,Bronze,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Kunzo, Frantisek",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Trautmann, Andreas",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Baum, Frank",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Netz, Wolf-Rudiger",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Pokluda, Lubos",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Nemec, Petr",Men,Tch,Czechoslovakia,Gold,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Rudwaleit, Bodo",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Bahringer, Jurgen",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Football,Football,Football,"Ullrich, Artur",Men,Gdr,East Germany,Silver,1980,Europe,No,Ball Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Kräker, Steffi",Women,Gdr,East Germany,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Pommel Horse,"Magyar, Zoltan",Men,Hun,Hungary,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Kräker, Steffi",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Bronst, Andreas",Men,Gdr,East Germany,Silver,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Uneven Bars,"Kräker, Steffi",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Horizontal Bar,"Deltchev, Stoyan",Men,Bul,Bulgaria,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Eberle, Emilia",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Brückner, Roland",Men,Gdr,East Germany,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Grigoras, Cristina Elena",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Balance Beam,"Davydova, Elena",Women,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Horizontal Bar,"Andrianov, Nikolay",Men,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Gnauck, Maxi",Women,Gdr,East Germany,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Kim, Nelli",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Pommel Horse,"Nikolay, Michael",Men,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Dunka, Rodica",Women,Rou,Romania,Silver,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Comaneci, Nadia",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Andrianov, Nikolay",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Hindorff, Silvia",Women,Gdr,East Germany,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Makuts, Bogdan",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Davydova, Elena",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Gnauck, Maxi",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Guczoghy, György",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Vamos, Istvan",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Floor Exercises,"Comaneci, Nadia",Women,Rou,Romania,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Comaneci, Nadia",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Balance Beam,"Comaneci, Nadia",Women,Rou,Romania,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Uneven Bars,"Eberle, Emilia",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Kovacs, Peter",Men,Hun,Hungary,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Rings,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Uneven Bars,"Gnauck, Maxi",Women,Gdr,East Germany,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Rühn, Melita",Women,Rou,Romania,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Davydova, Elena",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Süss, Birgit",Women,Gdr,East Germany,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Balance Beam,"Shaposhnikova, Natalia",Women,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Kim, Nelli",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Rensch, Katharina",Women,Gdr,East Germany,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Filatova, Maria",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Zakharova, Stella",Women,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Shaposhnikova, Natalia",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Magyar, Zoltan",Men,Hun,Hungary,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Individual All-Round,"Andrianov, Nikolay",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Parallel Bars,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Shaposhnikova, Natalia",Women,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Uneven Bars,"Rühn, Melita",Women,Rou,Romania,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Brückner, Roland",Men,Gdr,East Germany,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Azarian, Eduard",Men,Urs,Soviet Union,Gold,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Andrianov, Nikolay",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Rings,"Tkachev, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Nikolay, Michael",Men,Gdr,East Germany,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Pommel Horse,"Dityatin, Aleksandr",Men,Urs,Soviet Union,Silver,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Parallel Bars,"Brückner, Roland",Men,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Vault,"Brückner, Roland",Men,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Gnauck, Maxi",Women,Gdr,East Germany,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Uneven Bars,"Filatova, Maria",Women,Urs,Soviet Union,Bronze,1980,Europe,Yes,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Rings,"Tabak, Jiri",Men,Tch,Czechoslovakia,Bronze,1980,Europe,No,Other Sports
Moscow,1980,Gymnastics,Artistic G.,Team Competition,"Andrianov, Nikolay",Men,Urs,Soviet Union,Gold,1980,Europe,Yes,Other Sports
